1493740000000.0,PC6771,0.0016,-0.0023,-0.0063
1493740000000.0,PC6771,0.0024,-0.0014,-0.0072
1493740000000.0,PC6771,-0.0006,-0.001,0.001
1493740000000.0,PC6771,0.001,0.0006,-0.0054
1493740000000.0,PC6771,0.0007,0.0018,-0.0024
1493740000000.0,PC6771,0.0002,-0.0002,-0.0042
1493740000000.0,PC6771,0.0022,0.0006,-0.0014
1493740000000.0,PC6771,0.0003,0.0,-0.0042
1493740000000.0,PC6771,0.0001,-0.0022,-0.0051
1493740000000.0,PC6771,-0.0007,-0.0021,-0.0039
1493740000000.0,PC6771,0.0009,-0.001,-0.0023
1493740000000.0,PC6771,-0.001,0.0011,-0.0041
1493740000000.0,PC6771,0.0001,-0.0007,-0.0019
1493740000000.0,PC6771,-0.0003,-0.0011,-0.0028
1493740000000.0,PC6771,0.0006,-0.0017,-0.0009
1493740000000.0,PC6771,-0.0017,-0.0021,-0.0035
1493740000000.0,PC6771,0.0005,-0.0003,-0.0027
1493740000000.0,PC6771,0.0018,0.0017,-0.0039
1493740000000.0,PC6771,0.0004,-0.001,-0.0023
1493740000000.0,PC6771,-0.0006,-0.0004,-0.0027
1493740000000.0,PC6771,-0.0008,-0.0008,-0.0004
1493740000000.0,PC6771,0.0008,-0.0001,-0.0052
1493740000000.0,PC6771,0.0002,-0.0027,-0.0021
1493740000000.0,PC6771,-0.0001,-0.0035,0.0005
1493740000000.0,PC6771,0.0007,0.0001,-0.003
1493740000000.0,PC6771,0.0016,0.0003,-0.0055
1493740000000.0,PC6771,-0.0023,0.0031,-0.0038
1493740000000.0,PC6771,-0.0002,-0.0005,-0.0027
1493740000000.0,PC6771,0.0017,0.0008,-0.0002
1493740000000.0,PC6771,0.0018,-0.0006,-0.0004
1493740000000.0,PC6771,0.0014,-0.0005,-0.0006
